name,date,value
 State and local Total US All areas Hires All size classes Rate Seasonally adjusted,2005-07-01,1.7
 State and local Total US All areas Hires All size classes Rate Seasonally adjusted,2005-08-01,1.5
 State and local Total US All areas Hires All size classes Rate Seasonally adjusted,2005-09-01,1.5
 State and local Total US All areas Hires All size classes Rate Seasonally adjusted,2005-10-01,1.5
 State and local Total US All areas Hires All size classes Rate Seasonally adjusted,2005-11-01,1.6
 State and local Total US All areas Hires All size classes Rate Seasonally adjusted,2005-12-01,1.6
 State and local Total US All areas Hires All size classes Rate Seasonally adjusted,2006-01-01,1.4
 State and local Total US All areas Hires All size classes Rate Seasonally adjusted,2006-02-01,1.6
 State and local Total US All areas Hires All size classes Rate Seasonally adjusted,2006-03-01,1.7
 State and local Total US All areas Hires All size classes Rate Seasonally adjusted,2006-04-01,1.5
 State and local Total US All areas Hires All size classes Rate Seasonally adjusted,2006-05-01,1.6
 State and local Total US All areas Hires All size classes Rate Seasonally adjusted,2006-06-01,1.6
 State and local Total US All areas Hires All size classes Rate Seasonally adjusted,2006-07-01,1.6
 State and local Total US All areas Hires All size classes Rate Seasonally adjusted,2006-08-01,1.6
 State and local Total US All areas Hires All size classes Rate Seasonally adjusted,2006-09-01,1.9
 State and local Total US All areas Hires All size classes Rate Seasonally adjusted,2006-10-01,1.4
 State and local Total US All areas Hires All size classes Rate Seasonally adjusted,2006-11-01,1.6
 State and local Total US All areas Hires All size classes Rate Seasonally adjusted,2006-12-01,1.5
